project_url,project_name,criterion,evidence_field,evidence_value,interpretation,score,max_score,justification
https://granicus.com/uk,Granicus,C3,governance_model,Commercial platform; no community co-design,Participatory engagement absent,1,12,Limited: commercial tool without community lifecycle
https://granicus.com/uk,Granicus,C4,political_relevance_summary,No structural critique; commercial government tech,Critical self-examination absent,1,20,Limited: commercial framing without power critique
https://granicus.com/uk,Granicus,C5,underdog_signal,No underdog signal; commercial US tech company,No underdog signal,0,6,None: commercial SaaS for government
https://granicus.com/uk,Granicus,C6,governance_model,Government communications tool; informs citizens,IAP2 ladder: informs level,3,12,Limited: one-way government communication
https://granicus.com/uk,Granicus,M6,governance_model,Purely commercial technical platform for government communication; no empowerment,-5: purely technical framing bypassing political/governance,-5,,M6 applied
https://github.com/deepseek-ai/deepseek-v3,DeepSeek-V3,C1,political_relevance_summary,Large language model from Chinese AI lab,No power correction — general-purpose AI,2,12,Limited: general-purpose AI without structural mechanism
https://github.com/deepseek-ai/deepseek-v3,DeepSeek-V3,C2,communities_served,General AI users; developers,Named populations but general framing,1,20,Limited: general-purpose tool; no community centering
https://github.com/deepseek-ai/deepseek-v3,DeepSeek-V3,C3,governance_model,Open weights; limited governance framework,Participatory engagement absent,1,12,Limited: open weights without community lifecycle
https://github.com/deepseek-ai/deepseek-v3,DeepSeek-V3,C4,documented_limitations,Limited self-critique; state influence concerns unaddressed,Critical self-examination absent,2,20,Limited: no structural power critique; state influence concerns
https://github.com/deepseek-ai/deepseek-v3,DeepSeek-V3,C5,underdog_signal,No underdog signal; state-adjacent Chinese AI lab,No underdog signal,0,6,None: state-adjacent corporate origin
https://github.com/deepseek-ai/deepseek-v3,DeepSeek-V3,C6,governance_model,No democratic mechanism,IAP2 ladder: not applicable,1,12,Limited: general-purpose AI without governance
https://github.com/deepseek-ai/deepseek-v3,DeepSeek-V3,M6,governance_model,Purely technical LLM with no governance framework,-4: purely technical framing bypassing political/governance,-4,,M6 applied
https://github.com/deepseek-ai/deepseek-v3,DeepSeek-V3,M4,political_relevance_summary,AI without governance framework; state influence concerns without accountability,-8: surveillance/profiling capacity increase without governance,-8,,M4 applied at upper range
