rank,name,url,score,criteria_score,modifier_adj,completeness,uncertainty,pop_risk,primary_driver,rationale
245,Tracka,https://yourtracka.org,42.9,34.9,8,0.93,LOW,LOW,criteria,"Tracka describes itself as ""Monitor the status of federal and state projects in your community and take action on"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
246,UK Parliament Developer Portal,https://developer.parliament.uk,42.4,31.4,11,0.93,LOW,LOW,criteria,"UK Parliament Developer Portal describes itself as ""APIs and data for accessing UK Parliament information"" — it engages directly with policy and regulation in Government Transparency, Civic Engagement — Criterion 6 (policy clarity and regulatory engagement) is a 12-point medium-weight criterion and this project addresses it substantively. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
247,Digital Account Management Toolkit,https://digitalcharitylab.org/product/digital-account-management-toolkit,42.4,29.4,13,0.87,MEDIUM,LOW,criteria,"Digital Account Management Toolkit describes itself as ""Free resource to help nonprofits manage social media and digital accounts securely and"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. The +13-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
248,Timecounts,https://timecounts.org,42.4,31.4,11,0.87,LOW,LOW,criteria,"Timecounts describes itself as ""The Modern Volunteer Management Solution"" — its Global (39+ countries) reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
249,Polimorphic,https://www.polimorphic.com,42.4,31.4,11,0.8,LOW,LOW,criteria,"Polimorphic describes itself as ""AI-powered platform for service-first government operations and resident engagement"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
250,In the news,https://en.wikipedia.org/wiki/wikipedia:in_the_news,42.3,34.3,8,0.87,LOW,LOW,criteria,"In the news describes itself as ""Section of the Main Page directing readers to articles substantially updated to reflect"" — its Global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
251,Fairbnb.coop,https://fairbnb.coop,42.0,31.0,11,1.0,LOW,LOW,criteria,"Fairbnb.coop describes itself as ""Community powered tourism platform"" — its European Union reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
252,Fatebook,https://fatebook.io,42.0,31.0,11,1.0,LOW,MEDIUM,criteria,"Fatebook describes itself as ""Rapid predictions, anywhere"" — its international reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
253,Land Explorer,https://landexplorer.coop,42.0,31.0,11,0.87,LOW,LOW,criteria,"Land Explorer describes itself as ""Mapping tools that help communities find, access and manage land for common good projects"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
254,GOV.UK Forms,https://www.forms.service.gov.uk,42.0,31.0,11,0.93,LOW,LOW,criteria,"GOV.UK Forms describes itself as ""Create accessible online forms for UK government without technical knowledge"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
255,Schema.org,https://schema.org,41.9,33.9,8,0.67,MEDIUM,LOW,criteria,"Schema.org describes itself as ""A collaborative, community activity with a mission to create, maintain, and promote"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
256,The Data Trusts Initiative,https://datatrusts.uk,41.5,33.5,8,0.87,LOW,LOW,criteria,"The Data Trusts Initiative describes itself as ""Working at the interface of technology, policy and the law to create data trusts that"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
257,Shared Digital Guides,https://www.shareddigitalguides.org.uk,41.4,30.4,11,0.87,LOW,LOW,criteria,"Shared Digital Guides describes itself as ""Non-profit organisations share step-by-step guides to using digital tools for social good"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
258,CiviClick,https://civiclick.com,41.0,28.0,13,0.8,MEDIUM,LOW,criteria,"CiviClick describes itself as ""Grassroots advocacy software platform that personalizes advocate experience and drives"" — its United States, multiple states reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. The +13-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
259,Membership,https://medium.com/@abscond/membership-a-prototype-ea822b2683b,40.9,36.9,4,0.8,LOW,LOW,criteria,"Membership describes itself as ""A prototype for decentralized membership and governance systems"" — it engages directly with policy and regulation in Governance, Democracy, Civic Participation — Criterion 6 (policy clarity and regulatory engagement) is a 12-point medium-weight criterion and this project addresses it substantively. A modest +4-point modifier adjustment reflects partial alignment with my value modifiers — not a decisive factor, but a consistent one."
260,Neighbourhood Warmth,https://www.mysociety.org/climate/neighbourhood-warmth,40.5,27.5,13,0.87,MEDIUM,LOW,criteria,"Neighbourhood Warmth describes itself as ""A free online platform helping people form teams around shared home energy challenges"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. The M1 modifier for bridging government and civil society accounts for most of the +13-point adjustment above criteria."
261,Responsible Tech Guide 2025,https://alltechishuman.org/responsible-tech-guide-2025,40.4,32.4,8,0.87,LOW,LOW,criteria,"Responsible Tech Guide 2025 describes itself as ""Flagship resource providing information, inspiration, and pathways for involvement in the"" — its International reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
262,Beckton,https://richardpope.org/2017/03/05/beckton-a-tool-to-build,40.4,32.4,8,0.93,LOW,LOW,criteria,"Beckton describes itself as ""A conditional-commitment tool for creating groups of paying members — only charges if"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
263,Spartacus,https://spartacus.app,40.4,29.4,11,0.87,MEDIUM,LOW,criteria,"Spartacus describes itself as ""Build critical mass with conditional commitments that only activate when enough people"" — its International with focus on local organizing reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
264,Watch Duty,https://www.watchduty.org,40.4,29.4,11,0.87,MEDIUM,LOW,criteria,"Watch Duty describes itself as ""Real-time wildfire maps and alerts powered by volunteer first responders"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
265,Yoti,https://www.yoti.com,40.4,29.4,11,0.87,MEDIUM,LOW,criteria,"Yoti describes itself as ""Building the world's trusted identity platform"" — its Primarily UK and international markets reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
266,Libertrium,https://liberopinion.com,40.0,29.0,11,0.8,MEDIUM,LOW,criteria,"Libertrium describes itself as ""Digital solutions for public administration modernization, citizen participation, and"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
267,River Sentiment Dashboard,https://riversentiment.app,39.8,31.8,8,0.87,LOW,LOW,criteria,"River Sentiment Dashboard describes itself as ""Displays social media sentiment about rivers alongside ecological status data for 450+"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
268,The Commons Social Change Library,https://commonslibrary.org,39.4,31.4,8,0.87,LOW,LOW,criteria,"The Commons Social Change Library describes itself as ""Free digital library of 1500+ educational resources for activists, campaigners, and"" — its International with focus on Australia and Iran reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
269,Democracy Fund Open Source,https://www.dfos.com,39.4,28.4,11,0.87,MEDIUM,LOW,criteria,"Democracy Fund Open Source describes itself as ""Open source tools and resources for civic engagement and democratic participation"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
270,Local Deep Researcher,https://local-deep-researcher-hnmh.vercel.app/,39.0,28.0,11,0.6,MEDIUM,NONE,criteria,"Local Deep Researcher describes itself as ""A research tool for investigating local issues and civic engagement"" — it engages directly with policy and regulation in Civic Engagement, Research, Local Government — Criterion 6 (policy clarity and regulatory engagement) is a 12-point medium-weight criterion and this project addresses it substantively. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
271,Local Insight,https://localinsight.org,39.0,28.0,11,0.87,MEDIUM,LOW,criteria,"Local Insight describes itself as ""Community and Neighbourhood Data Platform"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
272,CAN/DGSI 127 - Age Assurance Technologies Standard,https://dgc-cgn.org/product/can-dgsi-127/,38.6,30.6,8,0.87,LOW,LOW,criteria,"CAN/DGSI 127 - Age Assurance Technologies Standard describes itself as ""Standard specifying minimum requirements for age assurance technologies and methods to"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
273,Understanding Your Morality,https://programs.clearerthinking.org/understanding-your-morality/,38.5,27.5,11,0.87,MEDIUM,LOW,criteria,"Understanding Your Morality describes itself as ""An interactive tool to help people understand their moral values and reasoning"" — its Global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
274,Whoisology,https://whoisology.com,38.5,27.5,11,0.87,MEDIUM,LOW,criteria,"Whoisology describes itself as ""Billions of archived domain name whois records searchable and cross-referenced for"" — its International reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
275,We Live It,https://www.welivedit.ai,38.5,27.5,11,0.87,MEDIUM,LOW,criteria,"We Live It describes itself as ""AI-powered platform for community-driven urban planning and civic engagement"" — its International reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
276,Urbit,https://urbit.org,38.3,34.3,4,0.93,LOW,MEDIUM,criteria,"Urbit describes itself as ""A personal server operating system designed for self-sovereignty and decentralized"" — its Global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A modest +4-point modifier adjustment reflects partial alignment with my value modifiers — not a decisive factor, but a consistent one."
277,Remember to Vote,https://remembertovote.org.uk,38.1,27.1,11,0.87,MEDIUM,LOW,criteria,"Remember to Vote describes itself as ""Free SMS reminder service for polling station locations and voter ID requirements"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
278,Landlord Tech Watch,https://antievictionmappingproject.github.io/landlordtech,38.0,30.0,8,0.93,MEDIUM,LOW,criteria,"Landlord Tech Watch describes itself as ""Producing data, scholarship, and popular educational materials documenting how property"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
279,GOV Reuse Library,https://dev.reuselibrary.service.justice.gov.uk/,38.0,30.0,8,0.87,MEDIUM,LOW,criteria,"GOV Reuse Library describes itself as ""Find and reuse digital service elements - Building public services together, one reusable"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
280,Charity Digital Skills Report,https://charitydigitalskills.co.uk,37.8,29.8,8,0.87,MEDIUM,LOW,criteria,"Charity Digital Skills Report describes itself as ""Annual survey tracking digital and AI adoption, skills, and support needs across the UK"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
281,The Guide to Major Trusts 2025/26,https://www.dsc.org.uk/publication/the-guide-to-major-trusts-2025-26/,37.6,21.6,16,0.87,MEDIUM,LOW,criteria,"The Guide to Major Trusts 2025/26 describes itself as ""UK's definitive directory of over 1,000 largest grant-makers awarding £7.23 billion"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
282,Right To Know,https://right-to-know.org,37.5,26.5,11,0.93,MEDIUM,LOW,criteria,"Right To Know describes itself as ""A digital toolkit for communities to discover environmental health hazards in their area"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
283,MP Watch,https://www.mpwatch.org,37.5,26.5,11,0.93,MEDIUM,LOW,criteria,"MP Watch describes itself as ""Uniting People and Politicians for Climate Action"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
284,Marks Out Of Tenancy,https://www.marksoutoftenancy.com,37.4,29.4,8,0.87,MEDIUM,LOW,criteria,"Marks Out Of Tenancy describes itself as ""UK landlord and letting agency review platform empowering renters with information and"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
285,Vote for Policies,https://voteforpolicies.org.uk,37.0,29.0,8,0.87,MEDIUM,LOW,criteria,"Vote for Policies describes itself as ""Compare political party policies without knowing which party they belong to, helping"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
286,Local Intelligence Hub,https://www.localintelligencehub.com,37.0,29.0,8,1.0,MEDIUM,LOW,criteria,"Local Intelligence Hub describes itself as ""Data platform for analyzing local MPs, constituencies, public opinion and climate/nature"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
287,OpenAudience,https://openaudience.org,36.5,25.5,11,0.87,MEDIUM,LOW,criteria,"OpenAudience describes itself as ""Understand your audience using open data by analyzing postcodes and output areas"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
288,Community Tech,https://www.communitytech.network,36.5,25.5,11,0.87,MEDIUM,LOW,criteria,"Community Tech describes itself as ""Technology built with, by and for communities that is locally accountable and creates"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
289,Worker Info Exchange,https://www.workerinfoexchange.org,36.4,28.4,8,0.93,MEDIUM,LOW,criteria,"Worker Info Exchange describes itself as ""Platform connecting workers with information about labor rights, workplace conditions"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
290,PostBug,https://postbug.com,36.1,25.1,11,0.87,MEDIUM,LOW,criteria,"PostBug describes itself as ""Send printed postcards to people in power"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
291,Turbo Phonebank,https://turbophonebank.com,36.1,25.1,11,0.87,MEDIUM,LOW,criteria,"Turbo Phonebank describes itself as ""A free phonebank platform that turns Google Sheets into phonebanks and textbanks with"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
292,Idealist,https://idealist.org,35.5,27.5,8,0.87,MEDIUM,LOW,criteria,"Idealist describes itself as ""Global platform connecting millions of people with social-impact jobs, volunteer"" — its Global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
293,Riseup,https://riseup.net,35.5,24.5,11,0.93,MEDIUM,LOW,criteria,"Riseup describes itself as ""Secure online communication tools for people and groups working on liberatory social"" — its Global, but subject to varying national laws reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
294,AISafety.info,https://aisafety.info,34.5,23.5,11,1.0,MEDIUM,LOW,criteria,"AISafety.info describes itself as ""Educational resource on AI safety risks and how to help ensure beneficial AI outcomes"" — its international reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
295,DeepSeek-V3,https://github.com/deepseek-ai/deepseek-v3,34.5,26.5,8,0.93,MEDIUM,HIGH,criteria,"DeepSeek-V3 describes itself as ""A Mixture-of-Experts language model with 671B total parameters optimized for efficient"" — its International reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
296,GRIM (Global Risk Simulator),https://github.com/sentinelteam/grim,34.4,29.4,5,1.0,MEDIUM,HIGH,criteria,"GRIM (Global Risk Simulator) describes itself as ""AI Wargamer and Global Risk Simulator — a Telegram bot for simulating and role-playing"" — its global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A modest +5-point modifier adjustment reflects partial alignment with my value modifiers — not a decisive factor, but a consistent one. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
297,Turkopticon,https://turkopticon.ucsd.edu,34.4,31.4,3,0.93,LOW,MEDIUM,criteria,"Turkopticon describes itself as ""Worker-led platform organizing mutual aid and advocacy for Amazon Mechanical Turk workers"" — its International, focused on Amazon Mechanical Turk platform reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. In practice: turkopticon addresses digital rights and online freedoms. Worker-led platform organizing mutual aid and advocacy for Amazon Mechanical Turk workers."
298,Democracy Club Developer API,https://developers.democracyclub.org.uk/api/v1,34.3,33.3,1,1.0,LOW,LOW,criteria,"Democracy Club Developer API describes itself as ""API for accessing ballots, candidates and polling stations data"" — the low score reflects limited evidence of government deployment, no clear affected-population focus, and no creative industries dimension — the criteria carrying the most weight in my constitution. In practice: democracy Club Developer API addresses civic technology. API for accessing ballots, candidates and polling stations data."
299,Hand-Written Petition Scanner,https://hand-written-petition-scanner.streamlit.app,33.5,22.5,11,0.8,MEDIUM,LOW,criteria,"Hand-Written Petition Scanner describes itself as ""Tool for digitizing and analyzing hand-written petitions using optical character"" — its Global (web-based tool) reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
300,Ladder Hub,https://ladderhub.org/,33.5,22.5,11,0.93,MEDIUM,LOW,criteria,"Ladder Hub describes itself as ""A platform for economic mobility and career advancement"" — the low score reflects limited evidence of government deployment, no clear affected-population focus, and no creative industries dimension — the criteria carrying the most weight in my constitution. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
301,Citizens Advice Tableau Public Profile,https://public.tableau.com/app/profile/citizensadvice/vizzes,33.5,25.5,8,0.8,MEDIUM,LOW,criteria,"Citizens Advice Tableau Public Profile describes itself as ""Data visualizations and dashboards tracking advice issues, consumer trends, and client"" — the low score reflects limited evidence of government deployment, no clear affected-population focus, and no creative industries dimension — the criteria carrying the most weight in my constitution. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
302,MyActionCenter,https://www.myaction.center,33.5,22.5,11,0.8,MEDIUM,LOW,criteria,"MyActionCenter describes itself as ""Turn your supporters into an activist force through coordinated online actions and"" — its International (Brazil, United States) reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
303,PoliMonitor,https://www.polimonitor.com,33.5,25.5,8,0.8,MEDIUM,MEDIUM,criteria,"PoliMonitor describes itself as ""Political monitoring service enabling organisations to understand, engage and shape"" — the low score reflects limited evidence of government deployment, no clear affected-population focus, and no creative industries dimension — the criteria carrying the most weight in my constitution. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
304,meet.coop,https://www.meet.coop,33.3,33.3,0,1.0,LOW,LOW,criteria,"meet.coop describes itself as ""The Online Meeting Cooperative - surveillance-free video conferencing powered by"" — its international reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. In practice: meet.coop addresses enabling broader democratic participation and protecting digital rights and privacy."
305,Plausible Analytics,https://plausible.io,33.0,30.0,3,0.93,MEDIUM,HIGH,criteria,"Plausible Analytics describes itself as ""Simple, privacy-friendly Google Analytics alternative"" — the low score reflects limited evidence of government deployment, no clear affected-population focus, and no creative industries dimension — the criteria carrying the most weight in my constitution. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
306,Collab.Land,https://collab.land,32.6,21.6,11,0.87,MEDIUM,LOW,criteria,"Collab.Land describes itself as ""Web3 community management platform for token-gated membership verification"" — its International reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
307,Mapped,https://mapped.commonknowledge.coop,32.5,24.5,8,0.93,MEDIUM,LOW,criteria,"Mapped describes itself as ""A tool for organisers and activists to locate their people by constituency and enrich"" — the low score reflects limited evidence of government deployment, no clear affected-population focus, and no creative industries dimension — the criteria carrying the most weight in my constitution. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
308,Labour Xchange,https://labourxchange.uk,31.6,20.6,11,0.93,MEDIUM,LOW,criteria,"Labour Xchange describes itself as ""A fair work platform connecting underemployed and flexible workers with employers"" — the low score reflects limited evidence of government deployment, no clear affected-population focus, and no creative industries dimension — the criteria carrying the most weight in my constitution. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
309,Mapping.kids,https://mapping.kids,31.2,20.2,11,0.67,MEDIUM,LOW,criteria,"Mapping.kids describes itself as ""A platform for creating and sharing interactive maps for educational purposes"" — its Global reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
310,WorkInCharities,https://www.workincharities.co.uk,31.2,20.2,11,0.8,MEDIUM,LOW,criteria,"WorkInCharities describes itself as ""Job board platform connecting charity and nonprofit sector workers with employment"" — the low score reflects limited evidence of government deployment, no clear affected-population focus, and no creative industries dimension — the criteria carrying the most weight in my constitution. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
311,Society for Hopeful Technologists,https://societyforhopefultechnologists.org,29.6,18.6,11,0.93,MEDIUM,LOW,criteria,"Society for Hopeful Technologists describes itself as ""For everyone who wants technologies to work for people and planet."" — the low score reflects limited evidence of government deployment, no clear affected-population focus, and no creative industries dimension — the criteria carrying the most weight in my constitution. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
