rank,url,score,votes,dossier_completeness,popularity_risk,rationale
290,https://annas-archive.pm,0,0,0.0,low,"Anna's Archive has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A non-profit, open-source digital library preserving access to knowledge through shadow library aggr. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 9). Operates international. Dead link detected: score capped at 45."
291,https://channel.org,0,0,0.0,low,"Channel.org has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Own your Channels, content, and community. Governance model: foundation. Strongest on cross-jurisdictional applicability (C5: 10). Operates international."
292,https://civicmatch.app,0,0,0.0,low,"CivicMatch does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Connect citizens with civic opportunities and elected representatives. Strongest on participatory governance (C2: 3.9). Operates national."
293,https://ddocs.new,0,0,0.0,low,No rationale available.
294,https://dogooder.co,0,0,0.0,low,"DoGooder does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Civic engagement and advocacy platform for grassroots campaigns. Strongest on cross-jurisdictional applicability (C5: 6). Modifiers: M5:-11. Operates national. Dead link detected: score capped at 45."
295,https://dunadyne.org,0,0,0.0,low,"Dunadyne does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Collective intelligence platform for forming and organizing Decentralized Unincorporated Nonprofit A. Governance model: Decentralized Unincorporated Nonprofit Association (DUNA). Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M5:-11. Operates international."
296,https://github.com/deepseek-ai/deepseek-v3,0,0,0.0,low,DeepSeek-V3 has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A Mixture-of-Experts language model with 671B total parameters optimized for efficient inference and. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
297,https://github.com/fission-codes/fission-codes,0,0,0.0,low,"Fission Codes does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Status codes for smart contracts powering microservices for Web3. Strongest on cross-jurisdictional applicability (C5: 6). Operates international."
298,https://granitt.io,0,0,0.0,low,"Granitt does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Government transparency and civic engagement platform. Governance model: LLC. Strongest on participatory governance (C2: 7.8). Modifiers: M5:-11. Operates international."
299,https://hand-written-petition-scanner.streamlit.app,0,0,0.0,low,Hand-Written Petition Scanner has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Tool for digitizing and analyzing hand-written petitions using optical character recognition. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 8). Operates international. Dead link detected: score capped at 45.
300,https://ladderhub.org,0,0,0.0,low,No rationale available.
301,https://local-deep-researcher-hnmh.vercel.app,0,0,0.0,low,No rationale available.
302,https://mapping.kids,0,0,0.0,low,"Mapping.kids does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A platform for creating and sharing interactive maps for educational purposes. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
303,https://medium.com/@abscond/membership-a-prototype-ea822b2683b,0,0,0.0,low,"Membership does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A prototype for decentralized membership and governance systems. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 9). Operates international. Dead link detected: score capped at 45."
304,https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c,0,0,0.0,low,Agreement Engine has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A tool for designing and implementing digital governance agreements. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international. Dead link detected: score capped at 45.
305,https://membersinterests.org.uk,0,0,0.0,low,Members' Interests has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Database of UK Members of Parliament financial interests and declarations. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 8.0). Operates national. Dead link detected: score capped at 45.
306,https://openaccess.transparency.org.uk,0,0,0.0,low,"Open Access – Transparency International UK serves institutional governance needs, with government partnerships that suggest real-world deployment. The project describes itself as: Platform providing access to corporate transparency data and beneficial ownership information. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 11.0). Operates national. Dead link detected: score capped at 45."
307,https://openheartmind.org,0,0,0.0,low,"Open Heart Mind (OHM) addresses some of my criteria but falls short on enforcement and lifecycle coverage. The project describes itself as: Participatory gatherings and regenerative systems for collective flourishing — developing Wisdom, an. Governance model: cooperative. Strongest on lifecycle governance (C3: 8.0). Modifiers: M4:+6. Operates Australia (global aspirations)."
308,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5351275,0,0,0.0,low,Unknown Academic Paper (SSRN 5351275) has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. Strongest on enforcement/verification (C1: 1.8). High uncertainty — dossier completeness is only 0.23. Underdog protection applied: floor of 20. Dead link detected: score capped at 45.
309,https://planit.org.uk,0,0,0.0,low,PlanIT has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Digital platform enabling community participation in local planning decisions. Governance model: LLC. Strongest on institutional infrastructure (C4: 9.0). Modifiers: M5:-11. Operates national. Dead link detected: score capped at 45.
310,https://plunkett.my.site.com/keepitinthecommunity/s,0,0,0.0,low,"Keep It In The Community does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A platform for community-driven civic engagement and local resource sharing. Governance model: Community-based. Strongest on participatory governance (C2: 3.9). Operates national."
311,https://policymogul.com,0,0,0.0,low,"PolicyMogul does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Champions of public affairs. Governance model: LLC. Strongest on institutional infrastructure (C4: 5.0). Operates national."
312,https://programs.clearerthinking.org/understanding-your-morality,0,0,0.0,low,No rationale available.
313,https://relationaltechproject.org,0,0,0.0,low,"Relational Tech Project has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Tools crafted by, with, and for neighbors - made to help us care for and trust each other. Governance model: participatory/collaborative. Strongest on participatory governance (C2: 7.8). Operates international."
314,https://schema.org,0,0,0.0,low,"Schema.org does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A collaborative, community activity with a mission to create, maintain, and promote schemas for stru. Governance model: Community-driven collaborative governance with W3C community. Strongest on cross-jurisdictional applicability (C5: 6). Operates international."
315,https://tracking-template-38b4c.web.app,0,0,0.0,low,Insufficient evidence to assess. Abstaining.
316,https://violationtrackeruk.goodjobsfirst.org,0,0,0.0,low,"Violation Tracker UK does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Database tracking corporate violations and enforcement actions in the United Kingdom. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 4). Operates national. Dead link detected: score capped at 45."
317,https://www.consoc.io,0,0,0.0,low,Consciousness Evolution Operating System (ConSoc) has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Feel Symbiotic Cooperation. Strongest on participatory governance (C2: 2.6). Modifiers: M4:+6. High uncertainty — dossier completeness is only 0.23. Underdog protection applied: floor of 20.
318,https://www.givefood.org.uk,0,0,0.0,low,Give Food has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: UK charity using data to highlight and alleviate local food insecurity. Governance model: foundation. Strongest on evidence quality (C6: 9). Operates national. Dead link detected: score capped at 45.
319,https://www.govwise.ai/en,0,0,0.0,low,"GovWise scores zero after modifier penalties. The project does not build enforcement infrastructure, lacks participatory governance mechanisms, and does not address lifecycle governance. M5:-11"
320,https://www.publiceditor.io,0,0,0.0,low,"Public Editor does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Platform for collaborative fact-checking and editorial transparency in journalism. Governance model: centralized. Strongest on cross-jurisdictional applicability (C5: 10). Operates international. Dead link detected: score capped at 45."
321,https://www.welivedit.ai,0,0,0.0,low,"We Live It does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: AI-powered platform for community-driven urban planning and civic engagement. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Modifiers: M5:-11. Operates international."
