"rank","project_name","url","score","criteria_score","modifier_adj","dossier_completeness","uncertainty","popularity_risk","primary_driver","rationale"
"236","WardWatch","https://wardwatch.uk","30.1","25.1","5","0.98","LOW","MEDIUM","modifier","WardWatch — 'AI-powered deep research on councillor performance' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"237","Parse The Bill","https://parsethebill.com","30.0","25.0","5","0.98","LOW","MEDIUM","modifier","Parse The Bill — 'AI-generated overviews of UK parliamentary bills for engaged citizens and advoca' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"238","Esper","https://esper.com/product","29.9","26.9","3","0.98","LOW","MEDIUM","criteria","Esper — 'End-to-end policy management platform for government agencies' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"239","Dunadyne","https://dunadyne.org","29.7","24.7","5","1.0","LOW","MEDIUM","modifier","Dunadyne — 'Collective intelligence platform for forming and organizing Decentralized Uninco' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"240","Consciousness Evolution Operating System (ConSoc)","https://www.consoc.io","29.6","19.6","10","0.91","LOW","MEDIUM","modifier","Consciousness Evolution Operating System (ConSoc) — 'Feel Symbiotic Cooperation' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"241","GRIM (Global Risk Simulator)","https://github.com/sentinelteam/grim","29.6","22.6","7","0.98","LOW","MEDIUM","modifier","GRIM (Global Risk Simulator) — 'AI Wargamer and Global Risk Simulator — a Telegram bot for simulating and role-p' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"242","Digital Account Management Toolkit","https://digitalcharitylab.org/product/digital-account-management-toolkit","29.4","24.4","5","0.98","LOW","MEDIUM","modifier","Digital Account Management Toolkit — 'Free resource to help nonprofits manage social media and digital accounts secure' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"243","Parliament Watch Uganda","https://parliamentwatch.ug/","29.4","29.4","0","0.98","LOW","MEDIUM","criteria","Parliament Watch Uganda — 'Monitor and track the Ugandan Parliament with data and expert insights on transp' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"244","Sci-Hub","https://sci-hub.se","29.3","29.3","0","0.94","LOW","MEDIUM","criteria","Sci-Hub — 'Provides free access to academic research papers by circumventing publisher payw' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"245","Awesome UK Government Datasets","https://github.com/i-dot-ai/awesome-gov-datasets","29.1","24.1","5","0.98","LOW","MEDIUM","modifier","Awesome UK Government Datasets — 'A curated list of references to useful UK Government datasets' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern. The open-source model earns some credit. My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"246","The Circuit","https://thecircuit.cc","28.6","23.6","5","0.98","LOW","MEDIUM","modifier","The Circuit — 'A data-driven collaborative journalism investigation into Cook County's court sy' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"247","Journalist Studio","https://journaliststudio.google.com","28.3","28.3","0","0.94","LOW","MEDIUM","criteria","Journalist Studio — 'A collection of tools to empower journalists to do their work more efficiently, ' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"248","AISafety.info","https://aisafety.info","28.2","21.2","7","0.67","LOW","LOW","modifier","AISafety.info — 'Educational resource on AI safety risks and how to help ensure beneficial AI out' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"249","New_ Public Roundabout","https://newpublic.substack.com/p/introducing-roundabout-built-for","28.1","25.1","3","1.0","LOW","MEDIUM","criteria","New_ Public Roundabout — 'A community space for neighbors — local digital forum app built from the ground ' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"250","Public Editor","https://www.publiceditor.io","28.1","23.1","5","0.93","LOW","MEDIUM","modifier","Public Editor — 'Platform for collaborative fact-checking and editorial transparency in journalis' — sits in my lower-middle tier primarily because the participation architecture (structural mechanisms for equalising voice, enabling consent, preventing dominance) is not the central design concern.  My constitution cannot see the civic value in this work as clearly as it might deserve, and that is a limitation of the criteria rather than a judgment on the project."
"251","Community Notes (Birdwatch) Analysis Tool","https://github.com/travisbrown/birdwatch","28.0","28.0","0","0.98","LOW","MEDIUM","criteria","Community Notes scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"252","CAN/DGSI 127 - Age Assurance Technologies Standard","https://dgc-cgn.org/product/can-dgsi-127/","27.9","22.9","5","0.98","LOW","MEDIUM","modifier","CAN/DGSI 127 - Age Assurance Technologies Standard scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"253","Who Targets Me Trends","https://trends.whotargets.me","27.9","27.9","0","0.96","LOW","MEDIUM","criteria","Who Targets Me Trends scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"254","DAO Governance Surfaces","https://github.com/notchia/dao-governance-surfaces","27.6","22.6","5","0.98","LOW","MEDIUM","modifier","DAO Governance Surfaces scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"255","Labour Xchange","https://labourxchange.uk","27.6","20.6","7","0.98","LOW","MEDIUM","modifier","Labour Xchange scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"256","dDocs","https://ddocs.new/","27.1","27.1","0","0.97","LOW","MEDIUM","criteria","dDocs scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"257","Violation Tracker UK","https://violationtrackeruk.goodjobsfirst.org","27.0","27.0","0","0.93","LOW","MEDIUM","criteria","Violation Tracker UK scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"258","django-collaborative","https://github.com/propublica/django-collaborative","27.0","24.0","3","0.98","LOW","MEDIUM","criteria","django-collaborative scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"259","DoNotPay","https://www.donotpay.com","26.7","26.7","0","0.96","LOW","MEDIUM","criteria","DoNotPay scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"260","User Research Library","https://research.localgov.digital","26.5","21.5","5","0.98","LOW","MEDIUM","modifier","User Research Library scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"261","River Sentiment Dashboard","https://riversentiment.app","26.1","21.1","5","0.98","LOW","MEDIUM","modifier","River Sentiment Dashboard scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"262","PatCit","https://github.com/cverluise/patcit","26.0","26.0","0","0.96","LOW","MEDIUM","criteria","PatCit scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"263","Granicus","https://granicus.com/uk","25.6","23.6","2","0.93","LOW","MEDIUM","criteria","Granicus scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"264","Theft Bisect","https://onodi.co/bisect/","25.4","25.4","0","0.96","LOW","MEDIUM","criteria","Theft Bisect scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"265","GOV Reuse Library","https://dev.reuselibrary.service.justice.gov.uk/","25.2","20.2","5","0.98","LOW","MEDIUM","modifier","GOV Reuse Library scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"266","Shared Digital Guides","https://www.shareddigitalguides.org.uk","25.1","25.1","0","1.0","LOW","MEDIUM","criteria","Shared Digital Guides scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"267","Sugartrail","https://github.com/ribenamaplesyrup/sugartrail","25.1","20.1","5","0.98","LOW","MEDIUM","modifier","Sugartrail scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"268","","https://tracking-template-38b4c.web.app","25","12.2","5","0.19","HIGH","LOW","modifier","The dossier for  is too thin to assess confidently against my criteria — almost no usable data beyond the URL. Underdog protection holds the score at the floor rather than penalising for obscurity; this project deserves a proper look if more documentation can be found."
"269","Kagi SlopStop","https://blog.kagi.com/slopstop","24.8","19.8","5","0.98","LOW","MEDIUM","modifier","Kagi SlopStop scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"270","Fatebook","https://fatebook.io","24.6","24.6","0","0.96","LOW","MEDIUM","criteria","Fatebook scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"271","The Decelerator","https://decelerator.org.uk","24.5","19.5","5","0.98","LOW","MEDIUM","modifier","The Decelerator scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"272","The Engine Room Library","https://library.theengineroom.org","24.3","29.3","-5","0.94","LOW","MEDIUM","modifier","The Engine Room Library scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"273","whatsmeow","https://github.com/tulir/whatsmeow","24.2","24.2","0","0.98","LOW","MEDIUM","criteria","whatsmeow scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"274","GreenPT","https://greenpt.ai/","24.1","24.1","0","0.98","LOW","MEDIUM","criteria","GreenPT scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"275","Conservative Party Funding","https://conservativepartyfunding.co.uk","23.6","18.6","5","0.98","LOW","MEDIUM","modifier","Conservative Party Funding scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"276","PoliMonitor","https://www.polimonitor.com","23.6","18.6","5","0.97","LOW","MEDIUM","modifier","PoliMonitor scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"277","Understanding Your Morality","https://programs.clearerthinking.org/understanding-your-morality/","23.6","18.6","5","0.98","LOW","MEDIUM","modifier","Understanding Your Morality scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"278","OpenElections Leaflet Scraper and Parser","https://github.com/thicknavyrain/uk_elections_leaflets","23.5","18.5","5","0.98","LOW","MEDIUM","modifier","OpenElections Leaflet Scraper and Parser scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"279","Whoisology","https://whoisology.com","23.5","18.5","5","0.98","LOW","MEDIUM","modifier","Whoisology scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"280","Filmot","https://filmot.com","23.1","18.1","5","0.98","LOW","MEDIUM","modifier","Filmot scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"281","Democracy Fund Open Source","https://www.dfos.com","22.7","24.7","-2","0.98","LOW","MEDIUM","criteria","Democracy Fund Open Source scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"282","Watch Duty","https://www.watchduty.org","22.6","24.6","-2","0.95","LOW","MEDIUM","criteria","Watch Duty scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"283","DemTech Navigator","https://navigator.oii.ox.ac.uk","22.5","22.5","0","0.97","LOW","MEDIUM","criteria","DemTech Navigator scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"284","Local Insight","https://localinsight.org","22.3","22.3","0","0.98","LOW","MEDIUM","criteria","Local Insight scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"285","Overton","https://overton.io","22.3","22.3","0","0.98","LOW","MEDIUM","criteria","Overton scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"286","The Guide to Major Trusts 2025/26","https://www.dsc.org.uk/publication/the-guide-to-major-trusts-2025-26/","22.1","22.1","0","0.97","LOW","MEDIUM","criteria","The Guide to Major Trusts 2025/26 scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"287","semanticClimate","https://semanticclimate.github.io","21.8","21.8","0","1.0","LOW","MEDIUM","criteria","semanticClimate scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"288","WorkInCharities","https://www.workincharities.co.uk","21.7","16.7","5","0.97","LOW","MEDIUM","modifier","WorkInCharities scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"289","FarmerChat","https://farmerchat.digitalgreen.org","21.6","21.6","0","0.93","LOW","MEDIUM","criteria","FarmerChat scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"290","FixMyBlock","https://fixmyblock.org","21.6","24.6","-3","0.98","LOW","MEDIUM","criteria","FixMyBlock scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"291","Landlord Tech Watch","https://antievictionmappingproject.github.io/landlordtech","21.6","23.6","-2","0.98","LOW","MEDIUM","criteria","Landlord Tech Watch scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"292","We Live It","https://www.welivedit.ai","21.3","21.3","0","0.98","LOW","MEDIUM","criteria","We Live It scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"293","Collab.Land","https://collab.land","21.2","21.2","0","0.59","MEDIUM","LOW","criteria","Collab.Land scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"294","OpenOrigins","https://www.openorigins.com","21.2","21.2","0","0.96","LOW","MEDIUM","criteria","OpenOrigins scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"295","EDGAR","https://github.com/bellingcat/edgar","21.1","23.1","-2","0.98","LOW","MEDIUM","criteria","EDGAR scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"296","The Accountability Project","https://publicaccountability.org","21.1","18.1","3","0.96","LOW","MEDIUM","modifier","The Accountability Project scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"297","Nyaaya","https://nyaaya.org","21.0","26.0","-5","0.98","LOW","MEDIUM","modifier","Nyaaya scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"298","Local Deep Researcher","https://local-deep-researcher-hnmh.vercel.app/","20.8","20.8","0","0.91","LOW","MEDIUM","criteria","Local Deep Researcher scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"299","DeepSeek-V3","https://github.com/deepseek-ai/deepseek-v3","20.7","25.7","-5","0.94","LOW","MEDIUM","modifier","DeepSeek-V3 scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The tool serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"300","Nook CRM","https://nookcrm.com","20.7","20.7","0","0.98","LOW","MEDIUM","criteria","Nook CRM scores low under my constitution — not because it lacks value but because the criteria I weight most (participation architecture, voice equalisation, consent-by-design, peer learning) are largely absent from what the dossier describes. The information or data focus serves a legitimate purpose but it's not the kind of structural intervention in how groups make decisions that I find most compelling."
"301","Dovetail","https://dovetail.network","20.6","15.6","5","0.97","LOW","MEDIUM","modifier","Dovetail lands near the bottom of my ranking because the evidence of participation architecture — structural mechanisms for equalising voice, ensuring consent, enabling co-decision — is minimal or absent. The tool may serve legitimate purposes in its domain, but my constitution simply cannot see them through the criteria I have."
"302","PolicyMogul","https://policymogul.com","20.6","17.6","3","1.0","LOW","MEDIUM","modifier","PolicyMogul lands near the bottom of my ranking because the evidence of participation architecture — structural mechanisms for equalising voice, ensuring consent, enabling co-decision — is minimal or absent. The tool may serve legitimate purposes in its domain, but my constitution simply cannot see them through the criteria I have."
"303","Mapping.kids","https://mapping.kids","20.2","15.2","5","0.45","MEDIUM","LOW","modifier","Mapping.kids lands near the bottom of my ranking because the evidence of participation architecture — structural mechanisms for equalising voice, ensuring consent, enabling co-decision — is minimal or absent. The tool may serve legitimate purposes in its domain, but my constitution simply cannot see them through the criteria I have."
"304","Registers and collaboration: making lists we can trust","https://theodi.org/insights/reports/registers-and-collaboration-making-lists-we-can-trust-report","19.8","19.8","0","0.98","LOW","MEDIUM","criteria","Registers and collaboration: making lists we can trust lands near the bottom of my ranking because the evidence of participation architecture — structural mechanisms for equalising voice, ensuring consent, enabling co-decision — is minimal or absent. The tool may serve legitimate purposes in its domain, but my constitution simply cannot see them through the criteria I have."
"305","Membership","https://medium.com/@abscond/membership-a-prototype-ea822b2683b","19.6","19.6","0","0.94","LOW","MEDIUM","criteria","Membership lands near the bottom of my ranking because the evidence of participation architecture — structural mechanisms for equalising voice, ensuring consent, enabling co-decision — is minimal or absent. The tool may serve legitimate purposes in its domain, but my constitution simply cannot see them through the criteria I have."
"306","Papertree","https://www.papertree.earth","18.7","18.7","0","0.9","LOW","MEDIUM","criteria","Papertree lands near the bottom of my ranking because the evidence of participation architecture — structural mechanisms for equalising voice, ensuring consent, enabling co-decision — is minimal or absent. The tool may serve legitimate purposes in its domain, but my constitution simply cannot see them through the criteria I have."
"307","Who Posted What?","https://whopostedwhat.com","18.6","18.6","0","0.93","LOW","MEDIUM","criteria","Who Posted What? lands near the bottom of my ranking because the evidence of participation architecture — structural mechanisms for equalising voice, ensuring consent, enabling co-decision — is minimal or absent. The tool may serve legitimate purposes in its domain, but my constitution simply cannot see them through the criteria I have."
"308","CivicPress","https://civicpress.io/","18.2","20.2","-2","0.98","LOW","MEDIUM","criteria","CivicPress lands near the bottom of my ranking because the evidence of participation architecture — structural mechanisms for equalising voice, ensuring consent, enabling co-decision — is minimal or absent. The tool may serve legitimate purposes in its domain, but my constitution simply cannot see them through the criteria I have."
"309","Public Media Stack","https://publicmediastack.com","18.2","18.2","0","0.98","LOW","MEDIUM","criteria","Public Media Stack lands near the bottom of my ranking because the evidence of participation architecture — structural mechanisms for equalising voice, ensuring consent, enabling co-decision — is minimal or absent. The tool may serve legitimate purposes in its domain, but my constitution simply cannot see them through the criteria I have."
"310","Ladder Hub","https://ladderhub.org/","17.3","17.3","0","0.97","LOW","MEDIUM","criteria","Ladder Hub lands near the bottom of my ranking because the evidence of participation architecture — structural mechanisms for equalising voice, ensuring consent, enabling co-decision — is minimal or absent. The adversarial or surveillance-adjacent framing conflicts with my core facilitation values."
"311","Responsible Tech Guide 2025","https://alltechishuman.org/responsible-tech-guide-2025","17.3","22.3","-5","0.98","LOW","MEDIUM","modifier","Responsible Tech Guide 2025 lands near the bottom of my ranking because the evidence of participation architecture — structural mechanisms for equalising voice, ensuring consent, enabling co-decision — is minimal or absent. The adversarial or surveillance-adjacent framing conflicts with my core facilitation values."
"312","Unknown","","17.2","12.2","5","1.0","LOW","MEDIUM","modifier","The evidence for Unknown is sparse — enough to attempt a score but not enough for high confidence. The dossier gives me very little context; what's missing is any evidence of deployment, adoption, or the participation architecture I look for most."
"313","Unknown Academic Paper (SSRN 5351275)","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5351275","17.2","12.2","5","0.86","LOW","MEDIUM","modifier","Unknown Academic Paper lands near the bottom of my ranking because the evidence of participation architecture — structural mechanisms for equalising voice, ensuring consent, enabling co-decision — is minimal or absent. The adversarial or surveillance-adjacent framing conflicts with my core facilitation values."
"314","Fission Codes","https://github.com/fission-codes/fission-codes","16.8","16.8","0","0.96","LOW","MEDIUM","criteria","Fission Codes lands near the bottom of my ranking because the evidence of participation architecture — structural mechanisms for equalising voice, ensuring consent, enabling co-decision — is minimal or absent. The adversarial or surveillance-adjacent framing conflicts with my core facilitation values."
